"Pennsylvania", 23, "Cornell", 6
"Temple", 55, "Eastern Michigan", 52
"North Dakota", 34, "South Dakota", 31, "(OT)"
"Bucknell", 24, "Fordham", 21, "(OT)"
"Morehead State", 42, "Campbell", 7
"Hampton", 17, "Morgan State", 13
"North Carolina Central", 10, "Savannah State", 7
"Bryant University", 23, "St. Francis (PA)", 0
"Eastern Kentucky", 33, "Tennessee-Martin", 31
"Drake", 32, "Valparaiso", 0
"Liberty", 26, "Elon", 3
"James Madison", 58, "Towson", 27
"Colgate", 28, "Holy Cross", 27
"Lehigh", 31, "Lafayette", 15
"Florida", 70, "Citadel", 19
"South Carolina State", 55, "North Carolina A&T", 0
"Virginia Military Institute", 49, "Presbyterian", 27
"Norfolk State", 17, "Winston-Salem", 14
"Florida A&M", 58, "Bethune-Cookman", 35
"Murray State", 24, "Tennessee State", 17
"UCF", 28, "Memphis", 21
"Samford", 30, "Chattanooga", 7
"Jackson State", 26, "Alcorn State", 21
"Southeast Missouri State", 33, "Austin Peay", 30
"Nicholls State", 35, "Southeastern Louisiana", 28
"Colorado State", 31, "Wyoming", 20
"Eastern Washington", 33, "Weber State", 26
"Youngstown State", 31, "Western Illinois", 28
"Montana", 35, "Montana State", 3
"Villanova", 21, "Delaware", 7
"Massachusetts", 28, "Hofstra", 14
"Mississippi State", 31, "Arkansas", 28
"Southern Illinois", 17, "Illinois State", 10, "(OT)"
"Eastern Illinois", 38, "Tennessee Tech", 20
"Syracuse", 24, "Notre Dame", 23
"Northern Iowa", 34, "Southern Utah", 24
"Washington State", 16, "Washington", 13, "(OT)"
"Arkansas State", 28, "Florida Atlantic", 14
"Alabama A&M", 58, "Mississippi Valley State", 23
"Texas State", 48, "Sam Houston State", 45, "(OT)"
"Appalachian State", 35, "Western Carolina", 10
"Tulsa", 56, "Tulane", 7
"Penn State", 49, "Michigan State", 18
"TCU", 44, "Air Force", 10
"Mississippi", 31, "LSU", 13
"California", 37, "Stanford", 16
"Boston College", 24, "Wake Forest", 21
"Ohio", 49, "Akron", 42
"Rice", 35, "Marshall", 10
"Houston", 42, "UTEP", 37
"Wisconsin", 36, "Cal Poly", 35, "(OT)"
"Middle Tennessee State", 52, "North Texas", 13
"Northwestern", 27, "Illinois", 10
"Kansas State", 38, "Iowa State", 30
"Boise State", 41, "Nevada", 34
"Louisiana Tech", 35, "New Mexico State", 31
"Portland State", 24, "Northern Colorado", 21
"Idaho State", 36, "Sacramento State", 33, "(OT)"
"Central Arkansas", 47, "McNeese State", 30
"Virginia Tech", 14, "Duke", 3
"Utah", 48, "Brigham Young", 24
"Charleston Southern", 24, "Coastal Carolina", 0
"Oregon State", 19, "Arizona", 17
"East Carolina", 17, "UAB", 13
"Louisiana-Monroe", 31, "Florida International", 27
"Northwestern State", 34, "Stephen F. Austin", 24
"Troy", 48, "Louisiana-Lafayette", 3
"Iowa", 55, "Minnesota", 0
"South Dakota State", 25, "North Dakota State", 24
"Cincinnati", 28, "Pittsburgh", 21
"Florida State", 37, "Maryland", 3
"Oklahoma", 65, "Texas Tech", 21
"San Diego State", 42, "UNLV", 21
"San Diego", 28, "UC Davis", 20
"Hawaii", 49, "Idaho", 17
"South Florida", 17, "Connecticut", 13
"Ball State", 45, "Western Michigan", 22
"Navy", 16, "Northern Illinois", 0
"Alabama State", 17, "Tuskegee", 13
"Texas", 49, "Texas A&M", 9
"Pittsburgh", 19, "West Virginia", 15
"Eastern Michigan", 56, "Central Michigan", 52
"Mississippi", 45, "Mississippi State", 0
"Ohio", 41, "Miami (OH)", 26
"East Carolina", 53, "UTEP", 21
"Temple", 27, "Akron", 6
"Kent State", 24, "Buffalo", 21
"Arkansas", 31, "LSU", 30
"Nebraska", 40, "Colorado", 31
"Bowling Green", 38, "Toledo", 10
"Boise State", 61, "Fresno State", 10
"Arizona State", 34, "UCLA", 9
"Georgia Tech", 45, "Georgia", 42
"Cincinnati", 30, "Syracuse", 10
"North Carolina State", 38, "Miami (FL)", 28
"Clemson", 31, "South Carolina", 14
"Virginia Tech", 17, "Virginia", 14
"Appalachian State", 37, "South Carolina State", 21
"Kansas", 40, "Missouri", 37
"Villanova", 55, "Colgate", 28
"Richmond", 38, "Eastern Kentucky", 10
"UAB", 15, "UCF", 0
"New Hampshire", 29, "Southern Illinois", 20
"Arkansas State", 33, "North Texas", 28
"Grambling State", 29, "Southern University", 14
"Montana", 31, "Texas State", 13
"Nevada", 35, "Louisiana Tech", 31
"James Madison", 38, "Wofford", 35
"Utah State", 47, "New Mexico State", 2
"Southern Miss", 28, "Southern Methodist", 12
"Alabama", 36, "Auburn", 0
"Florida", 45, "Florida State", 15
"Texas Tech", 35, "Baylor", 28
"Boston College", 28, "Maryland", 21
"North Carolina", 28, "Duke", 20
"Memphis", 45, "Tulane", 6
"Rice", 56, "Houston", 42
"Tulsa", 38, "Marshall", 35
"Arkansas-Pine Bluff", 28, "Texas Southern", 7
"Florida Atlantic", 57, "Florida International", 50, "(OT)"
"Northern Iowa", 40, "Maine", 15
"Tennessee", 28, "Kentucky", 10
"Wake Forest", 23, "Vanderbilt", 10
"Oregon", 65, "Oregon State", 38
"Oklahoma", 61, "Oklahoma State", 41
"USC", 38, "Notre Dame", 3
"Weber State", 49, "Cal Poly", 35
"Hawaii", 24, "Washington State", 10
"Louisiana-Lafayette", 42, "Middle Tennessee State", 28
"Rutgers", 63, "Louisville", 14
"Buffalo", 42, "Ball State", 24
"Pittsburgh", 34, "Connecticut", 10
"East Carolina", 27, "Tulsa", 24
"Navy", 34, "Army", 0
"Richmond", 33, "Appalachian State", 13
"Virginia Tech", 30, "Boston College", 12
"Albany", 28, "Jacksonville", 0
"Montana", 24, "Weber State", 13
"California", 48, "Washington", 7
"James Madison", 31, "Villanova", 27
"Florida", 31, "Alabama", 20
"USC", 28, "UCLA", 7
"Florida International", 27, "Western Kentucky", 3
"Northern Iowa", 36, "New Hampshire", 34
"Troy", 35, "Arkansas State", 9
"Oklahoma", 62, "Missouri", 21
"Arizona", 31, "Arizona State", 10
"West Virginia", 13, "South Florida", 7
"Cincinnati", 29, "Hawaii", 24
"Montana", 35, "James Madison", 27
"Grambling State", 41, "Jackson State", 9
"Richmond", 21, "Northern Iowa", 20
"Florida", 24, "Oklahoma", 14
"Tulsa", 45, "Ball State", 13
"Texas", 24, "Ohio State", 21
"Connecticut", 38, "Buffalo", 20
"Utah", 31, "Alabama", 17
"Kentucky", 25, "East Carolina", 19
"Mississippi", 47, "Texas Tech", 34
"Virginia Tech", 20, "Cincinnati", 7
"USC", 38, "Penn State", 24
"Georgia", 24, "Michigan State", 12
"Nebraska", 26, "Clemson", 21
"Iowa", 31, "South Carolina", 10
"LSU", 38, "Georgia Tech", 3
"Kansas", 42, "Minnesota", 21
"Vanderbilt", 16, "Boston College", 14
"Oregon State", 3, "Pittsburgh", 0
"Houston", 34, "Air Force", 28
"Oregon", 42, "Oklahoma State", 31
"Rice", 38, "Western Michigan", 14
"Maryland", 42, "Nevada", 35
"Missouri", 30, "Northwestern", 23, "(OT)"
"Rutgers", 29, "North Carolina State", 23
"Louisiana Tech", 17, "Northern Illinois", 10
"California", 24, "Miami (FL)", 17
"Florida State", 42, "Wisconsin", 13
"West Virginia", 31, "North Carolina", 30
"Florida Atlantic", 24, "Central Michigan", 21
"Notre Dame", 49, "Hawaii", 21
"TCU", 17, "Boise State", 16
"Southern Miss", 30, "Troy", 27, "(OT)"
"Arizona", 31, "Brigham Young", 21
"South Florida", 41, "Memphis", 14
"Colorado State", 40, "Fresno State", 35
"Wake Forest", 29, "Navy", 19
"Richmond", 24, "Montana", 7
